mse,rmse,absrel,lg10,mae,delta1,delta2,delta3,data_time,gpu_time
1.3484195195554152,0.921376565860289,0.48785037068338355,nan,0.6634009946313538,0.42018752272036963,0.7031912075091841,0.8640268704921903,0.8477430257674451,0.13811896205460053
0.3530455628689778,0.5861998715145792,0.30470202874728025,nan,0.4310523578025752,0.4544351519944842,0.7601925268193683,0.9189417599096831,0.8561151637539843,0.12385865956416969
0.2800996941814095,0.5225405895639968,0.27272240227895744,nan,0.3821710941617581,0.5168352366517031,0.817578330111606,0.9441338350844486,0.8521778513945223,0.12656184613960494
0.23935597521041085,0.4815691073179388,0.26071577310050503,nan,0.3562065919069773,0.540552530907766,0.8454637935233218,0.9549612083660175,0.8071364832538392,0.1355628285796857
0.18711365507395994,0.42788461681062595,0.23035941372101912,nan,0.3126217988171803,0.6077765662015252,0.8879528608956562,0.9680097184467725,0.8139168004621252,0.1446491315129489
0.16353235356030035,0.39933289009638706,0.2073308206039437,nan,0.2853321440997553,0.6541991072151282,0.9054430550771722,0.9754559573185801,0.850284624918336,0.1275012167738231
0.15269921775027917,0.3857283849093394,0.20143226119070093,nan,0.27498368764128295,0.6749075675215332,0.9153837626584098,0.9769661984730176,0.85326639347322,0.12424008119771408
0.1460900303631893,0.3769753158814136,0.19426560368660695,nan,0.2662874321313375,0.6900549793959687,0.9228624576662743,0.980797397271758,0.7981447500220695,0.1510836374094558
0.14537091221932177,0.37572455504948865,0.19410282441219034,nan,0.2664016207911937,0.6875913630739302,0.9224165986535887,0.9794227431772093,0.8567723673300681,0.12751835262314956
0.1370433896652107,0.3660488852178096,0.19117881719646534,nan,0.2590466139526326,0.7005266395761219,0.9300047606869317,0.9804015916304527,0.8471851463481592,0.13231759173675667
0.13694867493001175,0.3652974663212821,0.18427021723448464,nan,0.2555195378131621,0.7097863500721977,0.92830683320377,0.9814725924459138,0.8389679059450207,0.12913991044007658
0.13030656310110134,0.35621255749708963,0.17962989883873084,nan,0.24665130451001835,0.7304147569406698,0.9335849087125754,0.9809961515946449,0.8656329506968224,0.12441839987627938
0.13163971098963284,0.35722541101657246,0.18381867301310592,nan,0.2509334791115937,0.7169847179380098,0.9320527018907244,0.982309135398128,0.8252919225733679,0.133812171911477
0.13541637096282239,0.36318693468560803,0.18580390931199037,nan,0.2562589305920662,0.7073231779966231,0.9321966281264636,0.9832825355263739,0.7932257202050205,0.15033965601941546
0.1304017518467146,0.3569267601151039,0.1830010895949065,nan,0.25042497791957447,0.7165274852335197,0.933364394959462,0.98314855661515,0.8613991416063431,0.1278580706518607
0.13252014041330681,0.35978133949066105,0.18305338085209352,nan,0.2515457234669141,0.7180097899211835,0.9310735354096081,0.9821243752225786,0.8444618247609281,0.13867190713022912
0.1342672406092222,0.3620796948478414,0.18445024352216927,nan,0.25383698748416655,0.7130333353521486,0.9305809299321646,0.9822933800230722,0.837423737366312,0.14128554921293462
0.1287343618823735,0.35448992652292144,0.1796988495173884,nan,0.24769589558179797,0.7226950731400257,0.9362181330443452,0.9840580298153627,0.8041821580076423,0.14458811641251068
0.132885640770069,0.3587543448916074,0.18200501556560206,nan,0.25149812222550355,0.7156852914028413,0.9328153047950483,0.9832319450992372,0.8182620723871714,0.13118359336525587
0.1302589033550459,0.3562701466559264,0.18180755103094895,nan,0.24927367724062546,0.7190389485574076,0.9344141213167378,0.982911561180082,0.8146748925483278,0.14211407464972894
