mse,rmse,absrel,lg10,mae,delta1,delta2,delta3,data_time,gpu_time
0.39655952268012656,0.5735792586954058,0.16657256408173043,nan,0.3928783445593368,0.7553944596757696,0.9555452616738748,0.9883210314406432,0.006602172051489393,0.19315303337998893
0.18764240171938193,0.4143984445798183,0.11608064682651925,nan,0.2732633349273376,0.884738329348606,0.9835733468090037,0.9954730395250218,0.0068211078884301765,0.1909660509391046
0.1446316741681241,0.3669204686777591,0.09835494249287514,nan,0.2322510602647876,0.925424497471853,0.9871220513326495,0.9962451365083035,0.007061857301754365,0.19063926436553166
0.1313031197687775,0.35003423237937964,0.09245964043122976,nan,0.218294819675401,0.9347245398966474,0.9881846409218377,0.9965201423283624,0.006805740231704455,0.18797230247530908
0.1142402976020424,0.3273092633044279,0.08413936336297434,nan,0.19889790111076697,0.946892400074903,0.9892948547123901,0.9968295338054431,0.004932016595226049,0.17279908632222005
0.07966985549212814,0.2746010826705056,0.06253766783380978,nan,0.14799897491220426,0.9605306769547722,0.9908119516438418,0.9972980149596349,0.006909687525486898,0.1872070761999991
0.07607973005563752,0.2682234762294629,0.05949586926425213,nan,0.1411489234246419,0.9621019519028763,0.9911173025212515,0.9973798714573141,0.00905927701050913,0.19235248648246503
0.07445349451029208,0.26509876030641866,0.058020248770508376,nan,0.13791248053637983,0.9629397024503873,0.991286473209696,0.9974203759800611,0.007499460614441062,0.1864743195048257
0.07243777070414943,0.26159627179815714,0.05660188400575537,0.02400536380304874,0.13448828551855638,0.9635838300851503,0.991388499486262,0.997445712623856,0.010352270348246817,0.19205745860242812
0.0713603313719176,0.25956246113337683,0.055547108373616615,0.023546992007438806,0.13202672834535054,0.9641099839941639,0.9914628944203768,0.9974532373394834,0.008856628834199168,0.188070763015234
