mse,rmse,absrel,lg10,mae,delta1,delta2,delta3,data_time,gpu_time
0.9659982172460515,0.7321446208303282,0.36217362440706835,nan,0.4977989988265631,0.5566205231672704,0.8258648403212748,0.9184133351616593,0.010868615244591186,0.19155781197445587
0.1878399114304346,0.4088080215465421,0.1564166952036481,nan,0.22498186191008326,0.7949294688875583,0.9668194506813017,0.9900605988093201,0.01065563132322909,0.14487791061401367
0.2279407183243993,0.4459187878079016,0.15163394022141402,nan,0.22757980850377307,0.8095843786333764,0.9708975746396273,0.9911033893859438,0.011182167806338855,0.14487563775844328
0.18917357578170146,0.39885953585426875,0.13523739704246684,nan,0.2041632012236272,0.8473614909618198,0.9791782130499255,0.9926984849917531,0.011002330207006103,0.144674924514836
0.17074784688299818,0.3905917231853375,0.13586508737229483,nan,0.2032823390715112,0.8497029514271814,0.9823522270493241,0.9937041597304938,0.012698605950809856,0.14488699221304047
0.05453824283866923,0.22536791176175597,0.10046726726155425,nan,0.14555368855787448,0.9202116575875507,0.9901324287504597,0.9978382971665378,0.011196295897848105,0.1446412063975191
0.049728200485522144,0.218198642795415,0.09124371968369627,nan,0.1337428131200725,0.9379105206211238,0.9911077145343175,0.9979027657038152,0.010961712685777393,0.14461357010280626
0.049107327660777536,0.21732824658637578,0.09382603342441019,nan,0.13590338854319037,0.9364123345700457,0.9910935613730435,0.9977658756812755,0.011888149572544344,0.14483143229341303
0.05127684815502986,0.22142321290660172,0.09792228422323522,nan,0.14131443522262982,0.9308402141787975,0.9908658673323275,0.9978843305755583,0.011616663257451528,0.14489867390481187
0.05089088949842514,0.22053164174471024,0.09309118856943728,nan,0.1357049546528272,0.9364753957470088,0.9909786180365239,0.9977307190199267,0.011277315851956477,0.14532043452938226
0.04611187897654562,0.2094191704448174,0.09244225133897921,nan,0.13336804332651295,0.9350425855284596,0.9915211705179173,0.9981812913530375,0.012434867727909988,0.1441868722694626
0.04402592596577984,0.20354871190177043,0.08790711380637255,nan,0.12895170879977966,0.9429627813494769,0.9922484313981216,0.9983505974511732,0.012122049045153441,0.14467910553764377
0.0421883838115332,0.20004319729777043,0.08736924720936066,nan,0.12709226832113552,0.9440275741237427,0.9923598028047914,0.9984368841023916,0.011828947885865306,0.14465542924250657
0.04343782500263959,0.20413203819272244,0.08838426703547203,nan,0.1280493808662431,0.9425150650765252,0.9919122866294926,0.9982357451332485,0.011728985012856677,0.14497662716157447
0.04194897743253749,0.199771673284552,0.0875941328352613,0.03715779794132249,0.1265372772201448,0.9423338989331487,0.9924781028293234,0.9983261216863543,0.011243322274203976,0.1452140343547379
0.041741957440332794,0.20052513974146943,0.08825820456119055,nan,0.12602157670796685,0.9454830135910296,0.9918234690576152,0.998141775213086,0.011004054188216705,0.14554683599349255
0.042742763571601054,0.20106292961175548,0.08806437572440365,nan,0.1283547666707264,0.9448140472813226,0.9920102005864417,0.9982562036473352,0.012787264099448536,0.1442531552949177
0.042945948465379524,0.20184712988133768,0.08994558539897075,nan,0.1290839940117664,0.9363269064559445,0.9921845307165973,0.9984410548926423,0.012054401815193405,0.1451400814138257
0.041583933300726406,0.19933617836369696,0.08693263668231187,nan,0.1264524000013335,0.9457823868984828,0.9924069611811331,0.9984593245092891,0.012880370545284943,0.1447839624380349
0.043588969301704174,0.20270529021164788,0.08756834674035019,nan,0.1279457474343255,0.9407682350776738,0.9920463691965193,0.9982509235967383,0.012522130769721428,0.14500226319603654
