mse,rmse,absrel,lg10,mae,delta1,delta2,delta3,data_time,gpu_time
0.6989239376105955,0.7565062065387722,0.2310892632087065,nan,0.523569556964009,0.6288454893459118,0.8860651645821939,0.9642677631582401,0.10398843437533452,0.10931880632822515
0.28984758746136974,0.5236176528061335,0.15297620930028147,nan,0.3476341947732793,0.7948594081999074,0.9571494511814027,0.9888714961081282,0.10196156179496083,0.10715327165875567
0.2074399401221447,0.4444374037465444,0.127310998978315,nan,0.2882708612360967,0.8563976190738736,0.971647308819953,0.992538352640347,0.09985541888508287,0.10784711618109205
0.1711403366620449,0.40406147575707557,0.11448327971280382,nan,0.2586399044894138,0.8837470790745832,0.97766623427063,0.9941040874028575,0.10055021283285043,0.10792041554415716
0.15180787179185667,0.3800719001707899,0.1063718264239822,nan,0.24074314271363542,0.900008524975363,0.9811017015233646,0.9948592337891811,0.09924895000201227,0.10704453270469004
0.1110331297009086,0.3247282247806191,0.0851748754804617,0.035908025061547576,0.19266352775834236,0.9316773809437473,0.9861636445297037,0.9961087935890378,0.123031816269298,0.10737203192855178
0.1035371917580513,0.31301575663592174,0.08085604056229949,0.03410128228868675,0.1830859435227447,0.9375282066755833,0.9872138777994516,0.9963533441212327,0.11573460219126062,0.10726579139917267
0.09986433148303926,0.30750925855707056,0.07867915989867416,0.03321971516635346,0.17857621067905674,0.9405864822279308,0.9878565675272746,0.9965266369198021,0.1270486788214175,0.10541936769209696
0.09686470560343696,0.30271049358827357,0.07703947570117312,0.03252502683382268,0.17471092718790543,0.942559442697713,0.9881711195560614,0.9965920340978787,0.12133820231680752,0.10571589182107818
0.09413052025071339,0.2986479213628932,0.07552309920504018,0.03190715216217962,0.1715581118722309,0.944683546617517,0.9885773255509183,0.9967073410769477,0.10154014344815047,0.10496689019462929
