mse,rmse,absrel,lg10,mae,delta1,delta2,delta3,data_time,gpu_time
0.695355115455864,0.7618452585549315,0.23992971732846707,nan,0.5331547240142303,0.6183458806429541,0.8778026042482299,0.959828864975952,0.001743537873009667,0.1464371494823602
0.29253072350360476,0.5276260600571587,0.15399969583245718,nan,0.34720069672298576,0.7956850985672623,0.9554134905538706,0.9876970845376716,0.0017709183708965659,0.14589670627166862
0.21398601677862486,0.45212216786947235,0.1286389623463615,nan,0.28989945350323815,0.853466633404151,0.9699253031348893,0.9917820802092472,0.0017516542859901576,0.15365396607379106
0.17937695638545323,0.41433861219906565,0.11697200262855184,nan,0.26330276542839864,0.8780264403488144,0.9754407388917856,0.9932566909639324,0.0018340783706028829,0.17043406332429015
0.15585889393136798,0.38583860531402764,0.1079429605225428,nan,0.2426720252529879,0.8960183006388754,0.9793342393400208,0.9942291442507774,0.0017920055081560536,0.16696599685031452
0.11429983363364696,0.3299204206698968,0.08740401704981672,nan,0.19654109726566635,0.9271972355481034,0.9850229805218909,0.9957640968117846,0.0064137123860844684,0.1538271743255569
0.1066929265933779,0.3184081766866224,0.08321829907603627,nan,0.1869533216842546,0.9330722854072485,0.98605932615993,0.9960094416951203,0.02374002331443176,0.15526588254112803
0.10212416026400553,0.3114918201003373,0.08101328781404468,nan,0.18209471154855295,0.9362388175349149,0.9867639353332218,0.9961843595319574,0.0017553561072102633,0.1431247017972006
0.09953439929356601,0.30722478104794,0.07928727544899265,nan,0.17832807150983176,0.9386581753574126,0.9871370418907895,0.9963022803771231,0.0017315823517153547,0.14330896528759657
0.09677385758807747,0.3030107097494891,0.07768345774272263,nan,0.174924262947758,0.9407838302506002,0.9875933651705275,0.996417492066924,0.001736297051058412,0.1433783734734618
0.09366433659509556,0.2981697457496991,0.07604493789259588,nan,0.17090484043226278,0.9424964867447075,0.9879545224398355,0.9964934181529721,0.001749598547044663,0.1434415186421536
0.09319586510329728,0.29728691054086603,0.07563811794572235,nan,0.17018969421523605,0.9429292403156515,0.9880693929060722,0.996571090109972,0.0017506262160982954,0.14355055349500048
0.09260821734694732,0.29658536347078596,0.07543940503130182,nan,0.16963400188820948,0.9433331180416503,0.9880951784686427,0.99655467818949,0.0017423053756205926,0.14340551499159607
0.09231905427854696,0.2958418648649531,0.07510906780325252,nan,0.16908065399509511,0.9436624609009083,0.9881239189104338,0.9965363423156514,0.0017263688893629228,0.14341469005842536
0.09167725607789126,0.29501324586110006,0.0749398292867165,nan,0.16861633034003365,0.9436968837757598,0.9881932703676686,0.9966188005516813,0.0017664152740550347,0.14346375053331367
0.09155553596240808,0.2948055530140037,0.07485934869444502,nan,0.16835700789943747,0.9439570432492528,0.9882466239202079,0.9965950305740867,0.001761857061956902,0.14350930680022916
0.0916933969343388,0.29520497566656195,0.07489018082849196,nan,0.1684136970197906,0.9438375944789016,0.9881348725065098,0.9965834587952717,0.0017082276725897312,0.1432181184293443
0.09213731715376736,0.2953383551631342,0.07481540049718745,nan,0.16839903098904974,0.9438411822816872,0.988131653134183,0.9965778213863655,0.0017604322423851561,0.14337847300159426
0.09122745704535888,0.2943647817720262,0.07453373628690407,nan,0.16782218733928952,0.9442940838459601,0.9882930200935292,0.9966402813722082,0.0017288756114007967,0.1430385831064559
0.0917960378327598,0.2950213348775192,0.07479231484126608,nan,0.1683510647536767,0.9440358277026967,0.9881862761814801,0.9965992753908148,0.001728597790423703,0.14303186826442982
