mse,rmse,absrel,lg10,mae,delta1,delta2,delta3,data_time,gpu_time
1.0649403859105744,0.8601443092660915,0.4602790849147436,nan,0.622944078527295,0.4336018738828504,0.7169039122536459,0.8649877273473617,0.044884083506375426,0.05398809408425261
0.23393767717826008,0.478419019152754,0.2529572148947245,nan,0.348964651715602,0.5554436151561819,0.851208581126299,0.9583349773812192,0.03900125507633062,0.052440891143078455
0.1710541210716886,0.4078172322432377,0.2138232154012238,nan,0.29734496855428805,0.6256017921308591,0.9000216958348843,0.9758039458626842,0.045725108216248866,0.04838005790383008
0.1381254377283252,0.3667700075852907,0.1866894823159271,nan,0.25854403162974654,0.6977442439021982,0.9341454127827428,0.9841697344964154,0.042795902669685595,0.051348814125224754
0.10812311644462046,0.32349517246777487,0.159968924266586,nan,0.22219442157274663,0.7698650395409744,0.9551433780162631,0.9891751958576906,0.043318114669537854,0.05017085812122525
0.08781643614108982,0.2927331923323924,0.13934831250890642,nan,0.19506414920219536,0.8255162866330453,0.9659105830438147,0.9916374304263889,0.04377397713231426,0.04975039907791072
0.08394160427376948,0.28589985577681404,0.1369336731699915,nan,0.19136327741739576,0.8310377031948434,0.9681925774132233,0.9920119330606747,0.04212220052792791,0.05016174050359767
0.07998112946620826,0.2800417325130748,0.1346494427054737,nan,0.18795907106010698,0.8368841041822802,0.9691045777480489,0.9921118202127612,0.047962645911351805,0.04773471242880105
0.08040414818366709,0.28048881766664024,0.13185836953538682,nan,0.18477402997119233,0.8437961739531914,0.969370821105564,0.9924095539575994,0.04218779531159626,0.05136293853301347
0.0779258097573923,0.275943126919799,0.13069962199153817,nan,0.18326104521239775,0.8464210823370152,0.9711633063181275,0.9927688537749098,0.0408319620615423,0.05128087056041276
0.07840605630127657,0.276873808309667,0.12862977332439546,nan,0.1809268219788187,0.8490799042288326,0.9716474928569384,0.9931572514542183,0.045056204120488635,0.04918496598501574
0.07643583020427196,0.27296313837324115,0.12693654388317221,nan,0.178694562722685,0.8537546814255449,0.9717562471848189,0.9929873036212675,0.04134724170864908,0.05028186847211977
0.07762950454786612,0.27527355357145045,0.1294751402901989,nan,0.18071307344242227,0.8490922314414651,0.9702682078652116,0.9926775673939946,0.039666106465548405,0.05040475411476496
0.07478203963440375,0.2703676176043989,0.1264216837453228,nan,0.17756681336097963,0.8556075257804773,0.9730505792368124,0.9930936299168501,0.041365902208974945,0.05130490601830216
0.07433084915891737,0.26958496456076386,0.12561155111237146,nan,0.17686428750021774,0.8565513581677057,0.9729696820733885,0.9937142085108123,0.04244041995429174,0.05000917225948219
0.07283758779452082,0.26703565807503227,0.12716980177445472,nan,0.17713067011004355,0.8541856281235495,0.9722112331267591,0.993269923930516,0.04316640821137653,0.051159397829244065
0.07509564675166883,0.270790229390253,0.1277285417645786,nan,0.17889207854803027,0.8527161680066023,0.9720570031665425,0.993237799431633,0.04081134489165867,0.0513645499560966
0.07390564946785505,0.2682984185275274,0.12711520770588658,nan,0.17768539442269077,0.8539420653310457,0.9718019143706228,0.9929757119759981,0.046294798257524875,0.04893591414193739
0.0768458777391092,0.2735607517866806,0.12594341182273858,nan,0.17754541710978414,0.8566850252417536,0.9719727653802208,0.9929054524253877,0.04032358488811444,0.051471581479510524
0.07404327447578118,0.26935141583056016,0.12587908868370137,nan,0.17657596332065026,0.8554916598254519,0.9723903035401275,0.9932376869246683,0.04043325477403632,0.05267704464335298
