mse,rmse,absrel,lg10,mae,delta1,delta2,delta3,data_time,gpu_time
0.7369637468853734,0.765810908367476,0.40632350918049465,nan,0.5494798558720192,0.43333470816264336,0.7256034855678869,0.8765576026981993,0.05122084576684518,0.05543260205968767
0.25249694131730455,0.49755569270637906,0.2766622238148947,nan,0.3729530677007503,0.5158230331834294,0.8184106500875284,0.9455443743472447,0.05464879862740316,0.04784910218398458
0.18634579492485062,0.42704867449497846,0.22979939791010173,nan,0.31264694834471773,0.6021769905806611,0.8849495717384273,0.9684472432975605,0.04888452337535154,0.0512712832684169
0.1651745859133839,0.40199842257999474,0.21565266282261697,nan,0.290213927281261,0.6462055425275549,0.9062209992961311,0.9720798406989789,0.05129753182374357,0.050829332580893845
0.16268062421436474,0.3967618412910813,0.2092729539062844,nan,0.2865447046930698,0.6519194787663963,0.9133505000576952,0.9751598073689212,0.04961606791091067,0.05239160357626722
0.12355264000626592,0.3464232626950624,0.17500561986102567,nan,0.2416437715291977,0.736617445178298,0.9378652382306275,0.98278304481711,0.05094844200068789,0.05251003928450556
0.11430510389318793,0.3343035753153798,0.16863218677657868,nan,0.23257583970675652,0.7516937012324517,0.9455425144265138,0.9853401827198242,0.051497586295328426,0.05130988640846613
0.10958321770181471,0.327518938251999,0.16589344161774466,nan,0.22709927974596555,0.7612652736160377,0.9465927849511732,0.985444954894643,0.05098086569953886,0.050949794949380116
0.10870120190243865,0.3258215272441774,0.16306832169258542,nan,0.22418417979207672,0.7688927346544716,0.9481639157548994,0.9858761706065722,0.04814126031081564,0.052409434420868053
0.11025677685318075,0.32801616619212975,0.1654871632357012,nan,0.22775133583422894,0.7599002904134758,0.9501807741852789,0.9867584385073748,0.053271211370378095,0.051174628581100265
0.1092905565840492,0.3257021526316743,0.15948394805576668,nan,0.2226965544433553,0.7733099277950664,0.9508814961101876,0.9866499087841214,0.04974928086407707,0.0510424059348045
0.10647598766589882,0.3228287569652383,0.1609717513742365,nan,0.22116080431723287,0.7732917887970102,0.9496175303479633,0.9860725873018027,0.050051325278220773,0.05142155553138307
0.10495201951060684,0.3197403506180528,0.1592835413284056,nan,0.2191322780985689,0.7782789376160617,0.9507575951932326,0.9867662107484023,0.05233691240073274,0.051589744797080374
0.10346564193907726,0.31824309826903574,0.15809668430442975,nan,0.21778815734028303,0.7816827114047922,0.9522667690919704,0.9865493347716434,0.05311964223313229,0.05147206547945866
0.10780346421724737,0.32386692292334673,0.15936982231334557,nan,0.2202329090224827,0.7776546492597064,0.9495123889313235,0.9856383587669405,0.04712083370388833,0.05423980373169731
0.10485919514439136,0.3202123419925727,0.16013030938068684,nan,0.2196015349017704,0.7764534486209885,0.9519879612799877,0.9865492553670008,0.04560612506620874,0.05218624434246014
0.10552656694671116,0.3211976397925143,0.15920513184029658,nan,0.21909868090449486,0.7791559656290538,0.9515976258101894,0.9868166731150877,0.0499157743904212,0.0525218904274216
0.1005859416313949,0.3128339946371883,0.15473100919068628,nan,0.2126617037815086,0.7901980218969189,0.952879367979811,0.9871188616547973,0.05116282184748179,0.05152182926947467
0.10819047379263481,0.32354636376498935,0.15991833376270506,nan,0.22148019189230875,0.7745712600040845,0.9516338928574656,0.9862429836277287,0.04886587044711788,0.051820186279362364
0.10616803218494669,0.3220761335173839,0.15890395606792024,nan,0.2190556191323653,0.7793498849152496,0.9503747897598365,0.986764495260214,0.046996513661396865,0.05236920921587637
