mse,rmse,absrel,lg10,mae,delta1,delta2,delta3,data_time,gpu_time
1.5671754728571028,0.9724522527006498,0.5015398380070797,nan,0.6660935988242023,0.42160575927071303,0.7154988701763071,0.8701565409422944,0.011518165072658031,0.17357813646864995
0.24514181285201225,0.4869299651903073,0.25295372116719195,nan,0.34296904597671246,0.572815322773651,0.8669503323509969,0.9609597733604038,0.010690942240375307,0.125857214866278
0.17379492103030242,0.40983062409099674,0.2112565081518607,nan,0.28298693598595814,0.6550634471132009,0.91807255192376,0.9789912149629879,0.011296899533578767,0.12573408343761264
0.13922342434845258,0.36410509455250756,0.18018033192393093,nan,0.24536381147705946,0.7289110933250623,0.9454571141705492,0.9867352207331187,0.010665959657005997,0.12618184683148953
0.12516426275216458,0.3475134252320499,0.1667211322313726,nan,0.2264460276380629,0.7661527073946122,0.9578335907837864,0.9894146733529577,0.011149501391234828,0.12656382102311425
0.08278621577142134,0.2824502309583595,0.13756013878425302,nan,0.18825042224748964,0.8351525131724935,0.968595846886287,0.9929165337218747,0.009703612839203535,0.12723340415135986
0.07451124909481777,0.26923974459300787,0.12993809350570384,nan,0.17801540743383726,0.8531880005746441,0.9714485908782533,0.9928176197371258,0.011187168252314621,0.12675545103048563
0.07195884090380607,0.26425744633371645,0.12811962327732038,nan,0.17607840115420295,0.8550778292791015,0.9729293585335236,0.9934297393831573,0.0107285475014617,0.12646944696811135
0.06858861371555042,0.25881930253808616,0.12345442035167514,nan,0.1690998133415828,0.866587774027059,0.9747914014967726,0.9934861154003717,0.011564195207260198,0.12749725124866665
0.07094764822350551,0.262027529351715,0.12609233074689627,nan,0.17333569698067694,0.8608290777185956,0.9732253026552978,0.9933952836008031,0.01071473846108105,0.12699665409300973
0.06744987115327893,0.2560259555012902,0.12174113454864773,nan,0.1685298993480052,0.8683057282104001,0.9748623230938236,0.9944096886548873,0.01022825179693525,0.12711928310312426
0.06790684207058771,0.25629862993143354,0.12337841075633217,nan,0.17088071393096907,0.8621116493392912,0.9758312335341786,0.9944079163760075,0.0100577082245135,0.12695808021807364
0.06619695738085861,0.2523775081179906,0.12007065645614919,nan,0.16697113164760524,0.871425775959768,0.9764403071014667,0.99467751284014,0.01092430041071683,0.12740093218922102
0.0658563731757868,0.25263723703316177,0.12093639588662995,nan,0.16725989488061405,0.8692003690633651,0.9762192080972533,0.9944942672876841,0.010329651934906137,0.12729475140059968
0.06560150873507553,0.2516154740831657,0.1203740694875881,nan,0.16622478263572563,0.8704753367685965,0.9756870192007957,0.9944368770705784,0.011215830463196587,0.12706307873705425
0.06491459193019908,0.25117397434029076,0.12085654821902386,nan,0.16586776461468233,0.8706327351889385,0.9768925079460308,0.9948918332357775,0.011965860317705015,0.13841422044156446
0.06484619340671491,0.2513455944369528,0.12070211755359633,nan,0.16603479714096872,0.8698555825094296,0.9764284985259879,0.995013536097154,0.010940317227605075,0.14165462219663955
0.06470084750920918,0.2512318095974744,0.12137474366523678,nan,0.16703349112696914,0.8689176207959908,0.9770711205547972,0.9946240474737765,0.01126655631822578,0.14132149782303577
0.06661687844428893,0.2534244298687809,0.12099041576165498,nan,0.16750918231552764,0.8701198123555327,0.976233054026002,0.9942534442623285,0.011519634672500546,0.14064571683498922
0.06965443651179899,0.2586908693255937,0.12346383719485206,nan,0.17173672494970166,0.8635310035918403,0.9759715474214676,0.9945663134427541,0.01088978333534601,0.14125379758843024
