mse,rmse,absrel,lg10,mae,delta1,delta2,delta3,data_time,gpu_time
1.7261957894834838,0.9917052865967516,0.5050239820592904,nan,0.693975094510762,0.4346357353255472,0.7173777427796131,0.8767001913340818,5.597384377303554,0.2776138143989661
0.34128356524803094,0.5756999143923119,0.2975392614055601,nan,0.42396159044151144,0.4615195645539034,0.7662652128244163,0.9259620785201568,5.716961271261453,0.3080623788383386
0.2992862493886968,0.5381183036526214,0.2767092192121841,nan,0.3909534894345656,0.509674158474918,0.8008828961286422,0.9379256223915984,5.69922543554347,0.2763938926320219
0.26857238007717377,0.5094030656618174,0.26259486425843875,nan,0.3685356149857648,0.5379710166751059,0.8337545366757929,0.949718498672027,5.741444011409907,0.2907526589258546
0.21307657473588706,0.45417725646712415,0.23569698343972792,nan,0.32686412687465355,0.5942688849350926,0.8769063699910569,0.9649710637305428,5.76719033789737,0.26213685616914806
0.15708083057608216,0.39152023704853317,0.19526834024891832,nan,0.27217007349744887,0.6875391916144048,0.9220906630606098,0.9790337169119216,5.7439197321306485,0.28698952392447147
0.15225573675826895,0.38523690874857947,0.19259426354594497,nan,0.2683185363660043,0.6930491456146404,0.9257806514465757,0.9805520783166517,5.751751494305328,0.2762970756563506
0.15319659761093204,0.38564922641036486,0.18970005675958462,nan,0.26627552974889207,0.7000733260944677,0.9264611734341143,0.9804785987849911,5.776833873347663,0.281791633597771
0.145813104081819,0.37588132545991104,0.18497988974331786,nan,0.25939015276698085,0.7101128942976693,0.9312019097446884,0.9825214063660781,5.746326653844809,0.28126742031441226
0.13836011568108342,0.3659074497129042,0.18223287011676592,nan,0.25381008643704933,0.7211048502778802,0.9345744656902526,0.9826299266753791,5.779297916878958,0.26680989470093036
