mse,rmse,absrel,lg10,mae,delta1,delta2,delta3,data_time,gpu_time
0.7539037461700357,0.7833957039697086,0.4079998579915501,nan,0.5639387646969808,0.41716995541118246,0.7054203815214624,0.8700831582617862,3.4577015162537537,0.15172248336890226
0.34906913262068456,0.5827129636176407,0.3013866448351242,nan,0.4284204911264739,0.4620688973578261,0.7635737774709775,0.9193646250876234,3.4729685760874607,0.1578713644215989
0.2820617076153407,0.5243485875798184,0.272068317893237,nan,0.3833685421636688,0.5110664304745556,0.8184698006625851,0.9464817221584239,3.505227731942107,0.13713159315575857
0.2254077943353694,0.469404469700693,0.2441592183491703,nan,0.3398726039178382,0.5729443661133107,0.8634925065122449,0.9618209041239366,3.400785559134422,0.15537779893997913
0.21929276107206877,0.4608573894405655,0.2425190692423751,nan,0.3336798474512387,0.5825805040388148,0.8659304557440107,0.9601557477861004,3.526930884332616,0.12973537874835755
0.16928955982938856,0.4058712700211876,0.20957702308765297,nan,0.28880013895137113,0.6547662706845819,0.9070218128707788,0.9758205994515972,3.4886363180921824,0.1409299013440701
0.15728694671213372,0.3907730588032238,0.20127522336566908,nan,0.27734898016688136,0.6728818715386125,0.9149223192566965,0.9784976300251842,3.4819040284136333,0.1330383646641678
0.15192472701932228,0.38496568653259616,0.1962828499308983,nan,0.27109391937440047,0.6845013355492522,0.9195529836441826,0.9803960955705765,3.4347244772276655,0.13708579714206157
0.1494582420830563,0.38195863314745215,0.1938279349276948,nan,0.26837403266470833,0.6913489100759121,0.9230528500970341,0.9801269488784888,3.467813363914326,0.14234142037420314
0.14649214223986531,0.37835854638949024,0.19301097749896315,nan,0.26577562398153315,0.6937969098786939,0.9242205039626027,0.9815136714043023,3.4828769049419352,0.13517512292821007
